{PERIODS};Electricity (%_elec);Space Heating (%_sh);SPACE_COOLING;Passanger mobility (%_pass);Freight mobility (%_freight);PV;PV_UTILITY;Wind_onshore;Wind_offshore;HYDRO_DAM;Hydro_river;TIDAL;Solar;PT_COLLECTOR;ST_COLLECTOR
7018;0.000123347;8.92E-05;0;0.000164478;0.000114155;0.02;0.02;0.0826;0.187;0;0;0.089090691;0;0;0
7019;0.000123387;7.35E-05;0;0.000187974;0.000114155;0.09;0.09;0.1117;0.194;0;0;0.037144115;0;0;0
7020;0.000123072;6.49E-05;0;0.000206772;0.000114155;0.06;0.06;0.1317;0.1913;0;0;0.003121564;0;0;0
7021;0.00012318;5.98E-05;0;0.000187974;0.000114155;0.02;0.02;0.1342;0.163;0;0;0.034107052;0;0;0
7022;0.000122707;5.76E-05;0;0.000190324;0.000114155;0.22;0.22;0.1168;0.1246;0;0;0.169870519;0;0;0
7023;0.000122135;6.08E-05;0;0.000213821;0.000114155;0.05;0.05;0.0951;0.0966;0;0;0.210685961;0;0;0
7024;0.000121757;7.29E-05;0;0.00022322;0.000114155;0.01;0.01;0.0738;0.0776;0;0;0.137775474;0.029562;0;0
7025;0.000121822;0.00010746;0;0.00022322;0.000114155;0;0;0.0737;0.0736;0;0;0.041213462;0;0;0
7026;0.000121375;0.00012925;0;0.000164478;0.000114155;0;0;0.062;0.0518;0;0;0.002313758;0;0;0
7027;0.000122588;0.00013585;0;0.000117484;0.000114155;0;0;0.0365;0.0243;0;0;0.001680525;0;0;0
7028;0.000120759;0.00013772;0;8.81E-05;0.000114155;0;0;0.0162;0.007;0;0;0.052248509;0;0;0
7029;0.000118023;0.00013364;0;5.87E-05;0.000114155;0;0;0.0045;0.0009;0;0;0.095583022;0;0;0
7030;0.000114859;0.00013462;0;3.76E-05;0.000114155;0;0;0.0036;0.0058;0;0;0.073293227;0;0;0
7031;0.000111838;0.00014947;0;2.35E-05;0.000114155;0;0;0.0143;0.0286;0;0;0.032922149;0;0;0
7032;0.000108238;0.00016402;0;9.40E-06;0.000114155;0;0;0.0329;0.05;0;0;0.003121564;0;0;0
7033;0.000106192;0.00017173;0;5.87E-06;0.000114155;0;0;0.0534;0.0683;0;0;0.02661812;0;0;0
7034;0.000105408;0.00016762;0;2.35E-06;0.000114155;0;0;0.069;0.087;0;0;0.137483288;0;0;0
7035;0.000105173;0.00016168;0;1.17E-06;0.000114155;0;0;0.0888;0.1204;0;0;0.169333167;0;0;0
7036;0.000105448;0.00015709;0;1.41E-05;0.000114155;0;0;0.1152;0.164;0;0;0.111975815;0;0;0
7037;0.000106678;0.0001526;0;3.76E-05;0.000114155;0;0;0.1464;0.2123;0;0;0.033670867;0;0;0
7038;0.000110603;0.00014783;0;9.40E-05;0.000114155;0;0;0.1823;0.2719;0;0;0.002163725;0;0;0
7039;0.000116769;0.00014443;0;0.0001821;0.000114155;0;0;0.2028;0.3261;0;0;0.000895399;0;0;0
7040;0.000120714;0.00013735;0;0.000158603;0.000114155;0.02;0.02;0.2081;0.3692;0;0;0.039282707;0;0;0
7041;0.000122254;0.00012654;0;0.000146855;0.000114155;0.18;0.18;0.2162;0.415;0;0;0.077279528;0.02584029;0;0
7042;0.000122782;0.00011558;0;0.000164478;0.000114155;0.08;0.08;0.2187;0.446;0;0;0.062092586;0.00944914;0;0
7043;0.000122624;0.00010215;0;0.000187974;0.000114155;0.09;0.09;0.2585;0.4959;0;0;0.029784772;0;0;0
7044;0.000122231;8.90E-05;0;0.000206772;0.000114155;0.2;0.2;0.3016;0.5497;0;0;0.003121564;0.018018;0;0
7045;0.000122468;8.02E-05;0;0.000187974;0.000114155;0.19;0.19;0.3278;0.5734;0;0;0.023324512;0.03861;0;0
7046;0.000122219;7.99E-05;0;0.000190324;0.000114155;0.11;0.11;0.3302;0.5751;0;0;0.1229608;0.01641343;0;0
7047;0.000122017;8.27E-05;0;0.000213821;0.000114155;0.06;0.06;0.3359;0.5723;0;0;0.150858908;0.00504771;0;0
7048;0.000122198;8.85E-05;0;0.00022322;0.000114155;0.01;0.01;0.351;0.56;0;0;0.10038149;0;0;0
7049;0.000122716;9.93E-05;0;0.00022322;0.000114155;0;0;0.357;0.5215;0;0;0.03027188;0;0;0
7050;0.000122342;0.0001051;0;0.000164478;0.000114155;0;0;0.3592;0.4811;0;0;0.002091204;0;0;0
7051;0.000122287;0.00010656;0;0.000117484;0.000114155;0;0;0.3769;0.471;0;0;0.000616964;0;0;0
7052;0.000120172;0.00010628;0;8.81E-05;0.000114155;0;0;0.3631;0.4433;0;0;0.033693731;0;0;0
7053;0.000117535;0.00010479;0;5.87E-05;0.000114155;0;0;0.3415;0.367;0;0;0.069076699;0;0;0
7054;0.000114431;0.00010294;0;3.76E-05;0.000114155;0;0;0.3001;0.3023;0;0;0.056947861;0;0;0
7055;0.000111607;0.00010279;0;2.35E-05;0.000114155;0;0;0.247;0.2562;0;0;0.028293746;0;0;0
7056;0.000109527;0.00010298;0;9.40E-06;0.000114155;0;0;0.2218;0.2458;0;0;0.003121564;0;0;0
7057;0.000107599;0.00010281;0;5.87E-06;0.000114155;0;0;0.2132;0.2557;0;0;0.024935074;0;0;0
7058;0.000106737;0.00010316;0;2.35E-06;0.000114155;0;0;0.2115;0.2657;0;0;0.130086972;0;0;0
7059;0.000106376;0.00010412;0;1.17E-06;0.000114155;0;0;0.2132;0.2819;0;0;0.159918231;0;0;0
7060;0.000106553;0.0001051;0;1.41E-05;0.000114155;0;0;0.2129;0.2972;0;0;0.106073066;0;0;0
7061;0.000107864;0.00010373;0;3.76E-05;0.000114155;0;0;0.2223;0.3255;0;0;0.031941238;0;0;0
7062;0.000111673;0.00010182;0;9.40E-05;0.000114155;0;0;0.2298;0.3616;0;0;0.002127259;0;0;0
7063;0.000117871;9.95E-05;0;0.0001821;0.000114155;0;0;0.2369;0.37;0;0;0.000747562;0;0;0
7064;0.00012183;9.42E-05;0;0.000158603;0.000114155;0.01;0.01;0.235;0.3625;0;0;0.036416771;0.00348771;0;0
7065;0.000123527;8.34E-05;0;0.000146855;0.000114155;0.04;0.04;0.2372;0.3882;0;0;0.073101427;0;0;0
7066;0.000124092;6.90E-05;0;0.000164478;0.000114155;0.02;0.02;0.2386;0.4076;0;0;0.059483148;0;0;0
7067;0.000124525;5.16E-05;0;0.000187974;0.000114155;0.04;0.04;0.2824;0.47;0;0;0.029032879;0;0;0
7068;0.000124104;3.72E-05;0;0.000206772;0.000114155;0.05;0.05;0.3622;0.5542;0;0;0.003121564;0.00227314;0;0
7069;0.000124058;3.17E-05;0;0.000187974;0.000114155;0.09;0.09;0.3993;0.582;0;0;0.030208046;0;0;0
7070;0.000123756;3.40E-05;0;0.000190324;0.000114155;0.01;0.01;0.3992;0.5613;0;0;0.153106459;0;0;0
7071;0.000123352;4.19E-05;0;0.000213821;0.000114155;0.01;0.01;0.3561;0.5148;0;0;0.189257262;0;0;0
7072;0.000123191;5.58E-05;0;0.00022322;0.000114155;0.03;0.03;0.3156;0.4776;0;0;0.124430219;0;0;0
7073;0.000123356;7.43E-05;0;0.00022322;0.000114155;0;0;0.3037;0.4472;0;0;0.037315211;0;0;0
7074;0.000122907;8.45E-05;0;0.000164478;0.000114155;0;0;0.282;0.3975;0;0;0.002237904;0;0;0
7075;0.000123425;9.00E-05;0;0.000117484;0.000114155;0;0;0.2548;0.3376;0;0;0.001247069;0;0;0
7076;0.000121436;9.41E-05;0;8.81E-05;0.000114155;0;0;0.2252;0.2806;0;0;0.045457888;0;0;0
7077;0.000118389;9.89E-05;0;5.87E-05;0.000114155;0;0;0.1949;0.2346;0;0;0.086107321;0;0;0
7078;0.000115161;0.00010456;0;3.76E-05;0.000114155;0;0;0.1703;0.2016;0;0;0.067538191;0;0;0
7079;0.00011234;0.00011043;0;2.35E-05;0.000114155;0;0;0.1495;0.1686;0;0;0.031327282;0;0;0
7080;0.000108829;0.00011868;0;9.40E-06;0.000114155;0;0;0.1362;0.1506;0;0;0.003121564;0;0;0
7081;0.000106923;0.00012338;0;5.87E-06;0.000114155;0;0;0.1294;0.1396;0;0;0.038327903;0;0;0
7082;0.000105897;0.00012556;0;2.35E-06;0.000114155;0;0;0.1215;0.124;0;0;0.187815674;0;0;0
7083;0.000105533;0.00012928;0;1.17E-06;0.000114155;0;0;0.1064;0.1029;0;0;0.233674033;0;0;0
7084;0.00010562;0.00013565;0;1.41E-05;0.000114155;0;0;0.0896;0.0875;0;0;0.152042354;0;0;0
7085;0.000106776;0.00014454;0;3.76E-05;0.000114155;0;0;0.0799;0.0833;0;0;0.045374172;0;0;0
7086;0.000110395;0.00015255;0;9.40E-05;0.000114155;0;0;0.0804;0.0873;0;0;0.002391308;0;0;0
7087;0.000116137;0.00015915;0;0.0001821;0.000114155;0;0;0.0878;0.0986;0;0;0.002204317;0;0;0
7088;0.000120311;0.00012969;0;0.000158603;0.000114155;0.04;0.04;0.0974;0.115;0;0;0.059683803;0.01806257;0;0
7089;0.000122272;8.72E-05;0;0.000146855;0.000114155;0.07;0.07;0.0834;0.118;0;0;0.105729576;0.00802286;0;0
7090;0.000122832;5.84E-05;0;0.000164478;0.000114155;0.08;0.08;0.0909;0.1305;0;0;0.079366245;0.002418;0;0
7091;0.000122943;3.71E-05;0;0.000187974;0.000114155;0.09;0.09;0.1118;0.1591;0;0;0.034570247;0.01859743;0;0
7092;0.000122041;3.03E-05;0;0.000206772;0.000114155;0.2;0.2;0.1089;0.1614;0;0;0.003121564;0.10789629;0;0
7093;0.000121784;3.00E-05;0;0.000187974;0.000114155;0.39;0.39;0.0983;0.1452;0;0;0.047786194;0.01390629;0;0
7094;0.000121395;3.43E-05;0;0.000190324;0.000114155;0.14;0.14;0.0848;0.1283;0;0;0.227410094;0.01200086;0;0
7095;0.000120665;4.17E-05;0;0.000213821;0.000114155;0.1;0.1;0.0753;0.1277;0;0;0.284547371;0.00520371;0;0
7096;0.000120521;5.67E-05;0;0.00022322;0.000114155;0.05;0.05;0.0749;0.1423;0;0;0.18346408;0.00960514;0;0
7097;0.000121081;8.06E-05;0;0.00022322;0.000114155;0;0;0.0843;0.1668;0;0;0.05451717;0;0;0
7098;0.000121253;9.29E-05;0;0.000164478;0.000114155;0;0;0.0917;0.1848;0;0;0.002551568;0;0;0
7099;0.000121089;0.00010038;0;0.000117484;0.000114155;0;0;0.0956;0.1951;0;0;0.003557113;0;0;0
7100;0.000118741;0.00010672;0;8.81E-05;0.000114155;0;0;0.0994;0.2019;0;0;0.076605351;0;0;0
7101;0.000115912;0.00011097;0;5.87E-05;0.000114155;0;0;0.1068;0.2167;0;0;0.128127021;0;0;0
7102;0.00011322;0.00011266;0;3.76E-05;0.000114155;0;0;0.1178;0.2374;0;0;0.092500428;0;0;0
7103;0.000111104;0.00011368;0;2.35E-05;0.000114155;0;0;0.1301;0.2614;0;0;0.038029633;0;0;0
7104;0.000108311;0.00011668;0;9.40E-06;0.000114155;0;0;0.1415;0.2813;0;0;0.003121564;0;0;0
7105;0.000106173;0.00012043;0;5.87E-06;0.000114155;0;0;0.1489;0.286;0;0;0.061646783;0;0;0
7106;0.00010499;0.00012274;0;2.35E-06;0.000114155;0;0;0.156;0.2904;0;0;0.28426295;0;0;0
7107;0.000104405;0.00012305;0;1.17E-06;0.000114155;0;0;0.1651;0.2959;0;0;0.357886083;0;0;0
7108;0.000104305;0.00012397;0;1.41E-05;0.000114155;0;0;0.1699;0.307;0;0;0.22847352;0;0;0
7109;0.00010453;0.00012565;0;3.76E-05;0.000114155;0;0;0.166;0.3051;0;0;0.067574554;0;0;0
7110;0.000106015;0.00012654;0;9.40E-05;0.000114155;0;0;0.156;0.277;0;0;0.00276176;0;0;0
7111;0.000108704;0.00012755;0;0.0001821;0.000114155;0;0;0.1539;0.2696;0;0;0.005908556;0;0;0
7112;0.000111751;0.00011918;0;0.000158603;0.000114155;0.01;0.01;0.15;0.2836;0;0;0.101904319;0;0;0
7113;0.000114564;0.00010713;0;0.000146855;0.000114155;0.03;0.03;0.1319;0.275;0;0;0.160306068;0;0;0
7114;0.000115977;9.30E-05;0;0.000164478;0.000114155;0.02;0.02;0.1196;0.2563;0;0;0.110859111;0;0;0
7115;0.000116244;7.65E-05;0;0.000187974;0.000114155;0.09;0.09;0.1187;0.2484;0;0;0.042668857;0;0;0
7116;0.000115978;6.22E-05;0;0.000206772;0.000114155;0.18;0.18;0.1218;0.2381;0;0;0.003121564;0.02085943;0;0
7117;0.000115318;5.47E-05;0;0.000187974;0.000114155;0.11;0.11;0.1255;0.2408;0;0;0.07448988;0.02106;0;0
7118;0.000114463;5.29E-05;0;0.000190324;0.000114155;0.19;0.19;0.1273;0.2662;0;0;0.336025111;0.01213457;0;0
7119;0.000113827;5.82E-05;0;0.000213821;0.000114155;0.19;0.19;0.1262;0.2803;0;0;0.424888679;0.00528171;0;0
7120;0.000114028;7.28E-05;0;0.00022322;0.000114155;0.06;0.06;0.1429;0.2878;0;0;0.269366935;0.01976743;0;0
7121;0.000115213;9.13E-05;0;0.00022322;0.000114155;0;0;0.1698;0.2963;0;0;0.079406738;0;0;0
7122;0.000116618;9.86E-05;0;0.000164478;0.000114155;0;0;0.1888;0.2985;0;0;0.002937991;0;0;0
7123;0.000116863;0.00010163;0;0.000117484;0.000114155;0;0;0.1999;0.3079;0;0;0.008401439;0;0;0
7124;0.000115056;0.00010364;0;8.81E-05;0.000114155;0;0;0.2001;0.3097;0;0;0.125746156;0;0;0
7125;0.000113036;0.00010615;0;5.87E-05;0.000114155;0;0;0.1999;0.2927;0;0;0.189618807;0;0;0
7126;0.000111064;0.00010892;0;3.76E-05;0.000114155;0;0;0.1949;0.2674;0;0;0.12718219;0;0;0
7127;0.000108961;0.00011071;0;2.35E-05;0.000114155;0;0;0.1889;0.2415;0;0;0.046640749;0;0;0
7128;0.000107323;0.0001122;0;9.40E-06;0.000114155;0;0;0.1668;0.2241;0;0;0.003121564;0;0;0
7129;0.000105504;0.00011573;0;5.87E-06;0.000114155;0;0;0.1496;0.2568;0;0;0.089003262;0;0;0
7130;0.000104463;0.0001179;0;2.35E-06;0.000114155;0;0;0.1828;0.3584;0;0;0.393717838;0;0;0
7131;0.000103951;0.00011301;0;1.17E-06;0.000114155;0;0;0.2617;0.399;0;0;0.499771824;0;0;0
7132;0.000103767;0.00011311;0;1.41E-05;0.000114155;0;0;0.2526;0.3294;0;0;0.314870037;0;0;0
7133;0.000103645;0.0001258;0;3.76E-05;0.000114155;0;0;0.2018;0.2695;0;0;0.092545273;0;0;0
7134;0.000103871;0.0001388;0;9.40E-05;0.000114155;0;0;0.1782;0.234;0;0;0.003121564;0;0;0
7135;0.000104836;0.00014878;0;0.0001821;0.000114155;0;0;0.1556;0.181;0;0;0.011512184;0;0;0
7136;0.000106232;0.0001294;0;0.000158603;0.000114155;0.02;0.02;0.1247;0.133;0;0;0.153043728;0.117;0;0
7137;0.000108747;9.55E-05;0;0.000146855;0.000114155;0.26;0.26;0.0832;0.0958;0;0;0.222303287;0.28808743;0;0
7138;0.000110438;7.40E-05;0;0.000164478;0.000114155;0.5;0.5;0.0788;0.0876;0;0;0.145033712;0.44184771;0;0
7139;0.000110988;5.91E-05;0;0.000187974;0.000114155;0.48;0.48;0.0717;0.0721;0;0;0.050851781;0.40103143;0;0
7140;0.000111538;4.94E-05;0;0.000206772;0.000114155;0.51;0.51;0.0499;0.0437;0;0;0.003121564;0.41668714;0;0
7141;0.00011173;4.58E-05;0;0.000187974;0.000114155;0.51;0.51;0.0325;0.0205;0;0;0.105289037;0.37596;0;0
7142;0.000111342;4.81E-05;0;0.000190324;0.000114155;0.32;0.32;0.021;0.0109;0;0;0.457662779;0.29225486;0;0
7143;0.000111161;5.71E-05;0;0.000213821;0.000114155;0.31;0.31;0.0147;0.0044;0;0;0.582973669;0.22270114;0;0
7144;0.000111307;7.17E-05;0;0.00022322;0.000114155;0.09;0.09;0.0083;0.0008;0;0;0.365229012;0.02034686;0;0
7145;0.000112384;8.96E-05;0;0.00022322;0.000114155;0;0;0.0039;0;0;0;0.107058564;0;0;0
7146;0.00011622;0.00010469;0;0.000164478;0.000114155;0;0;0.0044;0;0;0;0.003312629;0;0;0
7147;0.000117812;0.00011862;0;0.000117484;0.000114155;0;0;0.0135;0.004;0;0;0.015309197;0;0;0
7148;0.000116624;0.00013218;0;8.81E-05;0.000114155;0;0;0.0323;0.0246;0;0;0.18403091;0;0;0
7149;0.000114909;0.00014438;0;5.87E-05;0.000114155;0;0;0.061;0.067;0;0;0.258543061;0;0;0
7150;0.000112783;0.00015205;0;3.76E-05;0.000114155;0;0;0.0913;0.1114;0;0;0.164482084;0;0;0
7151;0.000110717;0.00015622;0;2.35E-05;0.000114155;0;0;0.1022;0.1286;0;0;0.055308945;0;0;0
7152;0.000107975;0.00015952;0;9.40E-06;0.000114155;0;0;0.1036;0.1445;0;0;0.003121564;0;0;0
7153;0.000105871;0.00016138;0;5.87E-06;0.000114155;0;0;0.1114;0.1605;0;0;0.118727926;0;0;0
7154;0.000104682;0.00016129;0;2.35E-06;0.000114155;0;0;0.1238;0.1781;0;0;0.509917993;0;0;0
7155;0.000104255;0.00016126;0;1.17E-06;0.000114155;0;0;0.1327;0.191;0;0;0.651097773;0;0;0
7156;0.000104138;0.00016006;0;1.41E-05;0.000114155;0;0;0.1447;0.2105;0;0;0.406333003;0;0;0
7157;0.000104576;0.00015742;0;3.76E-05;0.000114155;0;0;0.1579;0.2366;0;0;0.118886866;0;0;0
7158;0.000106263;0.00015587;0;9.40E-05;0.000114155;0;0;0.1598;0.245;0;0;0.003460934;0;0;0
7159;0.000110826;0.00015509;0;0.0001821;0.000114155;0;0;0.154;0.2357;0;0;0.01864847;0;0;0
7160;0.000116653;0.00014452;0;0.000158603;0.000114155;0.01;0.01;0.1387;0.2173;0;0;0.209833296;0.00812314;0;0
7161;0.000120321;0.00012353;0;0.000146855;0.000114155;0.23;0.23;0.1222;0.1898;0;0;0.288166473;0.16924886;0;0
7162;0.000121506;9.74E-05;0;0.000164478;0.000114155;0.49;0.49;0.1126;0.1583;0;0;0.180157445;0.35946857;0;0
7163;0.000121262;6.69E-05;0;0.000187974;0.000114155;0.6;0.6;0.1165;0.1446;0;0;0.058817546;0.58272686;0;0
7164;0.000121097;4.06E-05;0;0.000206772;0.000114155;0.65;0.65;0.1354;0.1575;0;0;0.003121564;0.643032;0;0
7165;0.00012062;2.33E-05;0;0.000187974;0.000114155;0.64;0.64;0.1535;0.1803;0;0;0.12829424;0.59720143;0;0
7166;0.00012082;1.52E-05;0;0.000190324;0.000114155;0.54;0.54;0.1681;0.2046;0;0;0.546876145;0.41999657;0;0
7167;0.000120829;1.66E-05;0;0.000213821;0.000114155;0.32;0.32;0.157;0.2021;0;0;0.699341639;0.28628229;0;0
7168;0.000120921;3.76E-05;0;0.00022322;0.000114155;0.19;0.19;0.1636;0.224;0;0;0.435381345;0.10830857;0;0
7169;0.000121414;7.91E-05;0;0.00022322;0.000114155;0;0;0.2266;0.3044;0;0;0.127237639;0;0;0
7170;0.000123779;9.42E-05;0;0.000164478;0.000114155;0;0;0.2817;0.3632;0;0;0.003562223;0;0;0
7171;0.00012447;0.00010432;0;0.000117484;0.000114155;0;0;0.2884;0.3617;0;0;0.021124737;0;0;0
7172;0.000122898;0.00011661;0;8.81E-05;0.000114155;0;0;0.2717;0.3355;0;0;0.228309701;0;0;0
7173;0.000120256;0.00012713;0;5.87E-05;0.000114155;0;0;0.2505;0.3131;0;0;0.309122046;0;0;0
7174;0.000117308;0.00013535;0;3.76E-05;0.000114155;0;0;0.2332;0.3013;0;0;0.191142328;0;0;0
7175;0.000113892;0.00014091;0;2.35E-05;0.000114155;0;0;0.2203;0.2864;0;0;0.061237171;0;0;0
7176;0.000110964;0.00014428;0;9.40E-06;0.000114155;0;0;0.2105;0.2675;0;0;0.003121564;0;0;0
7177;0.00010826;0.0001476;0;5.87E-06;0.000114155;0;0;0.2006;0.2411;0;0;0.138361088;0;0;0
7178;0.000106489;0.00015094;0;2.35E-06;0.000114155;0;0;0.1842;0.2145;0;0;0.585578279;0;0;0
7179;0.000105777;0.00015402;0;1.17E-06;0.000114155;0;0;0.1661;0.1906;0;0;0.749911638;0;0;0
7180;0.000105564;0.00015565;0;1.41E-05;0.000114155;0;0;0.1505;0.1749;0;0;0.465782133;0;0;0
7181;0.000105798;0.00015814;0;3.76E-05;0.000114155;0;0;0.1376;0.1684;0;0;0.135970579;0;0;0
7182;0.000107195;0.00015836;0;9.40E-05;0.000114155;0;0;0.1261;0.1664;0;0;0.00366547;0;0;0
7183;0.000111625;0.00015751;0;0.0001821;0.000114155;0;0;0.1163;0.1672;0;0;0.023811049;0;0;0
7184;0.000117017;0.00014928;0;0.000158603;0.000114155;0.07;0.07;0.1071;0.169;0;0;0.247840064;0.08475257;0;0
7185;0.000120446;0.00013058;0;0.000146855;0.000114155;0.36;0.36;0.0958;0.1561;0;0;0.331069691;0.24996771;0;0
7186;0.000121624;9.56E-05;0;0.000164478;0.000114155;0.52;0.52;0.0949;0.1473;0;0;0.202564902;0.48627429;0;0
7187;0.000121394;6.19E-05;0;0.000187974;0.000114155;0.63;0.63;0.0902;0.138;0;0;0.063722261;0.60103457;0;0
7188;0.000121277;3.22E-05;0;0.000206772;0.000114155;0.65;0.65;0.093;0.1355;0;0;0.003121564;0.67330714;0;0
7189;0.000120907;1.07E-05;0;0.000187974;0.000114155;0.64;0.64;0.0938;0.1329;0;0;0.143586201;0.673374;0;0
7190;0.000121307;0;0;0.000190324;0.000114155;0.55;0.55;0.0943;0.1315;0;0;0.605595903;0.53571514;0;0
7191;0.000121493;0;0;0.000213821;0.000114155;0.41;0.41;0.0922;0.1298;0;0;0.776086053;0.37134686;0;0
7192;0.000121819;2.59E-05;0;0.00022322;0.000114155;0.19;0.19;0.1135;0.1605;0;0;0.481499311;0.12968057;0;0
7193;0.000122433;6.19E-05;0;0.00022322;0.000114155;0;0;0.1775;0.2378;0;0;0.140483033;0;0;0
7194;0.000124823;7.21E-05;0;0.000164478;0.000114155;0;0;0.2397;0.3118;0;0;0.003717833;0;0;0
7195;0.000124821;7.74E-05;0;0.000117484;0.000114155;0;0;0.2589;0.3358;0;0;0.025235644;0;0;0
7196;0.000123286;8.63E-05;0;8.81E-05;0.000114155;0;0;0.2428;0.3137;0;0;0.258009616;0;0;0
7197;0.000120668;9.60E-05;0;5.87E-05;0.000114155;0;0;0.2169;0.2833;0;0;0.342422712;0;0;0
7198;0.000117725;0.00010468;0;3.76E-05;0.000114155;0;0;0.1958;0.2541;0;0;0.208442994;0;0;0
7199;0.00011427;0.00011222;0;2.35E-05;0.000114155;0;0;0.1769;0.2258;0;0;0.064989628;0;0;0
7200;0.000111365;0.00012084;0;9.40E-06;0.000114155;0;0;0.1591;0.1999;0;0;0.003121564;0;0;0
7201;0.000108495;0.00013095;0;5.87E-06;0.000114155;0;0;0.1491;0.1853;0;0;0.148941234;0;0;0
7202;0.000106694;0.00014124;0;2.35E-06;0.000114155;0;0;0.1471;0.1832;0;0;0.6260646;0;0;0
7203;0.00010589;0.00014777;0;1.17E-06;0.000114155;0;0;0.1524;0.1883;0;0;0.802862539;0;0;0
7204;0.000105676;0.00015068;0;1.41E-05;0.000114155;0;0;0.1429;0.1868;0;0;0.497566141;0;0;0
7205;0.00010579;0.00015393;0;3.76E-05;0.000114155;0;0;0.1376;0.1786;0;0;0.145094236;0;0;0
7206;0.000107124;0.0001565;0;9.40E-05;0.000114155;0;0;0.1385;0.1831;0;0;0.003770692;0;0;0
7207;0.000111353;0.00015965;0;0.0001821;0.000114155;0;0;0.1515;0.2031;0;0;0.026715957;0;0;0
7208;0.000117067;0.00015271;0;0.000158603;0.000114155;0;0;0.1596;0.2152;0;0;0.268453621;0.01329343;0;0
7209;0.000120891;0.00013277;0;0.000146855;0.000114155;0.06;0.06;0.1566;0.2235;0;0;0.354032354;0.04977514;0;0
7210;0.000122655;0.00010705;0;0.000164478;0.000114155;0.12;0.12;0.1434;0.2269;0;0;0.214433715;0.29657829;0;0
7211;0.000123093;8.48E-05;0;0.000187974;0.000114155;0.01;0.01;0.1339;0.2221;0;0;0.066273689;0.04899514;0;0
7212;0.000123293;6.65E-05;0;0.000206772;0.000114155;0.3;0.3;0.1391;0.213;0;0;0.003121564;0.07475743;0;0
7213;0.000123077;5.41E-05;0;0.000187974;0.000114155;0.13;0.13;0.131;0.2077;0;0;0.148941234;0.10729457;0;0
7214;0.000123573;4.95E-05;0;0.000190324;0.000114155;0.02;0.02;0.1209;0.1985;0;0;0.6260646;0.02545029;0;0
7215;0.000123447;5.19E-05;0;0.000213821;0.000114155;0.02;0.02;0.1146;0.2127;0;0;0.802862539;0;0;0
7216;0.000123182;6.43E-05;0;0.00022322;0.000114155;0.01;0.01;0.1095;0.2115;0;0;0.497566141;0;0;0
7217;0.000123601;8.04E-05;0;0.00022322;0.000114155;0;0;0.1264;0.2127;0;0;0.145094236;0;0;0
7218;0.000125963;8.47E-05;0;0.000164478;0.000114155;0;0;0.1361;0.2037;0;0;0.003770692;0;0;0
7219;0.000124965;8.88E-05;0;0.000117484;0.000114155;0;0;0.1304;0.1669;0;0;0.026715957;0;0;0
7220;0.000123334;9.31E-05;0;8.81E-05;0.000114155;0;0;0.1273;0.1294;0;0;0.268453621;0;0;0
7221;0.000120736;9.62E-05;0;5.87E-05;0.000114155;0;0;0.1186;0.1169;0;0;0.354032354;0;0;0
7222;0.000117828;0.0001018;0;3.76E-05;0.000114155;0;0;0.1091;0.1169;0;0;0.214433715;0;0;0
7223;0.000114455;0.00011252;0;2.35E-05;0.000114155;0;0;0.104;0.1185;0;0;0.066273689;0;0;0
7224;0.000111683;0.00011855;0;9.40E-06;0.000114155;0;0;0.1123;0.126;0;0;0.003121564;0;0;0
7225;0.000108297;0.00012093;0;5.87E-06;0.000114155;0;0;0.13;0.1568;0;0;0.148941234;0;0;0
7226;0.000106462;0.00012357;0;2.35E-06;0.000114155;0;0;0.1335;0.1706;0;0;0.6260646;0;0;0
7227;0.00010564;0.00012868;0;1.17E-06;0.000114155;0;0;0.1234;0.1546;0;0;0.802862539;0;0;0
7228;0.000105382;0.00013231;0;1.41E-05;0.000114155;0;0;0.1183;0.1554;0;0;0.497566141;0;0;0
7229;0.000105558;0.00013491;0;3.76E-05;0.000114155;0;0;0.1179;0.1673;0;0;0.145094236;0;0;0
7230;0.000106825;0.00014078;0;9.40E-05;0.000114155;0;0;0.117;0.1724;0;0;0.003770692;0;0;0
7231;0.000110879;0.0001488;0;0.0001821;0.000114155;0;0;0.1146;0.1798;0;0;0.026715957;0;0;0
7232;0.000116718;0.00013991;0;0.000158603;0.000114155;0.07;0.07;0.0996;0.1776;0;0;0.268453621;0.07426714;0;0
7233;0.000120446;0.00011914;0;0.000146855;0.000114155;0.04;0.04;0.0764;0.1577;0;0;0.354032354;0.25664229;0;0
7234;0.000122041;9.26E-05;0;0.000164478;0.000114155;0.33;0.33;0.0773;0.1637;0;0;0.214433715;0.06009343;0;0
7235;0.000122043;6.57E-05;0;0.000187974;0.000114155;0.6;0.6;0.0934;0.1818;0;0;0.066273689;0.21540257;0;0
7236;0.000121725;4.51E-05;0;0.000206772;0.000114155;0.53;0.53;0.1021;0.1903;0;0;0.003121564;0.457938;0;0
7237;0.000121024;3.18E-05;0;0.000187974;0.000114155;0.17;0.17;0.0968;0.184;0;0;0.148941234;0.628368;0;0
7238;0.0001212;2.63E-05;0;0.000190324;0.000114155;0.28;0.28;0.0842;0.166;0;0;0.6260646;0.49729457;0;0
7239;0.000121259;2.83E-05;0;0.000213821;0.000114155;0.29;0.29;0.0739;0.1508;0;0;0.802862539;0.00859114;0;0
