Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;crit_1_constr;crit_2_constr;crit_3_constr;lca_tech;lca_op;Comment
Heat;Heat low temperature centralised;Boiler wood (DHN);DHN_BOILER_WOOD;115.18;2.30359;28.87;17;0.9;0;1;0;1.00E+15;277;1;1;42.4442563;0.434750928;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN);DHN_COGEN_BIO_HYDROLYSIS;4220.37;206.223;647.8;15;0.85;0;1;0;1.00E+15;1820;1;1;217.2099852;2.853223071;
Heat;Heat low temperature centralised;Cogeneration gas (DHN);DHN_COGEN_GAS;1166.97;34.1196;490.88;25;0.85;0;1;0;1.00E+15;615;1;1;123.0444612;0.396473272;
Heat;Heat low temperature centralised;Cogeneration waste (DHN);DHN_COGEN_WASTE;2652.42;97.7822;647.82;25;0.85;0;1;0;1.00E+15;1820;1;1;520.6449205;1.377513734;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN);DHN_COGEN_WET_BIOMASS;1278.55;104.054;1024;25;0.75;0;1;0;1.00E+15;1820;1;1;3124.677763;2.206606447;
Heat;Heat low temperature centralised;Cogeneration wood (DHN);DHN_COGEN_WOOD;1005.39;36.8097;165.33;25;0.85;0;1;0;1.00E+15;786;1;1;66.55806836;0.650612899;
Heat;Heat low temperature centralised;Geothermal (DHN);DHN_DEEP_GEO;1432.84;53.6847;808.76;30;0.85;0;1;0;0;8650;1;1;475.2364193;2.08E-05;
Heat;Heat low temperature centralised;Heat pump (DHN);DHN_HP_ELEC;317.78;10.7756;174.79;25;0.95;0;1;0;1.00E+15;212;1;1;114.5500305;0.013237464;
Heat;Heat low temperature centralised;Solar thermal (DHN);DHN_SOLAR;346.7;0.40894;221.22;30;1;0;1;0;1.00E+15;781;1;1;1592.187525;0;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.01;0.0004;0;20;1;0;1;0;1.00E+15;0.00659;1;1;0.019747487;0;
Infrastructure;Infrastructure;Efficiency mesures in energy system;EFFICIENCY;5600;0;0;1;1;0;1;0;1.00E+15;0;1;1;0;0;
Storage;Other storage;Gas storage;GAS_STORAGE;0.05;0.00131;0;50;1;0;1;0;1.00E+15;982;1;1;26.49513397;0;
Synthetic fuels;Synthetic fuels;Gas to HVC;GAS_TO_HVC;737.88;18.447;0;20;1;0;1;0;0.00E+00;547;0;1;650.2582654;0.298730165;
Synthetic fuels;Synthetic fuels;Wood gasification;GASIFICATION_SNG;2404.76;169.524;0;25;0.85;0;1;0;1.00E+15;0.00659;0;1;67.9352623;0.369726465;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.01;0.0004;0;20;1;0;1;0;1.00E+15;0.0659;0;1;0.020431075;0;
Electricity;Electricity;Geothermal power plant;GEOTHERMAL;6977.45;129.626;24929.1;30;0.95;0;1;0;0;89500;0;1;3782.673413;5.78E-06;
Infrastructure;Infrastructure;Electrical grid cost;GRID;74919.06;0;0;80;1;0;1;0;1.00E+15;0;0;1;1116.085382;0;
Synthetic fuels;Synthetic fuels;Biomass to hydrogen;H2_BIOMASS;1767.77;124.538;0;25;0.86;0;1;0;1.00E+15;547;0;1;67.9352623;0.000272504;
Synthetic fuels;Synthetic fuels;Electrolysers;H2_ELECTROLYSIS;506.33;13.9241;0;15;0.9;0;1;0;1.00E+15;3330;0;1;119.294361;8.60E-05;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.19;0.39;0;20;1;0;1;0;1.00E+15;0.659;0;1;10.4136293;0;
Synthetic fuels;Synthetic fuels;Haber bosch (H2 to amonia);HABER_BOSCH;783.58;15.3201;0;20;1;0;1;0;1.00E+15;982;0;1;1626.786548;0.0010169;
Electricity;Electricity;Hydro river;HYDRO_RIVER;5044.92;50.4448;1262.82;40;1;0;1;0;0.115;8260;0;1;762.7870925;5.59E-06;
Heat;Heat high temperature;Boiler coal (industry);IND_BOILER_COAL;115.18;2.30359;48.18;17;0.9;0;1;0;1.00E+15;149;0;1;62.96669179;0.406062275;
Heat;Heat high temperature;Boiler gas (industry);IND_BOILER_GAS;58.89;1.17989;12.32;17;0.95;0;1;0;1.00E+15;45.6;0;1;7.190481389;0.203012203;
Heat;Heat high temperature;Boiler oil (industry);IND_BOILER_OIL;54.86;1.17989;12.32;17;0.95;0;1;0;1.00E+15;45.6;0;1;7.190481389;0.281197252;
Heat;Heat high temperature;Boiler waste (industry);IND_BOILER_WASTE;115.18;2.30359;28.87;17;0.9;0;1;0;1.00E+15;277;0;1;48.22392758;0.336013458;
Heat;Heat high temperature;Boiler wood (industry);IND_BOILER_WOOD;115.18;2.30359;28.87;17;0.9;0;1;0;1.00E+15;277;0;1;45.75325198;0.434750928;
Heat;Heat high temperature;Cogeneration gas (industry);IND_COGEN_GAS;1309.8;84.1924;1024.32;25;0.85;0;1;0;1.00E+15;2010;0;1;292.394924;0.396473272;
Heat;Heat high temperature;Cogeneration waste (industry);IND_COGEN_WASTE;2652.42;97.7822;647.82;25;0.85;0;1;0;1.00E+15;1820;0;1;520.6449205;1.377513734;
Heat;Heat high temperature;Cogeneration wood (industry);IND_COGEN_WOOD;1005.39;36.8097;165.33;25;0.85;0;1;0;1.00E+15;786;0;1;124.1573762;0.591740225;
Heat;Heat high temperature;Electrical resistors (industry);IND_DIRECT_ELEC;332.34;1.50763;1.47;15;0.95;0;1;0;1.00E+15;5.59;0;1;0.832280962;0;
Synthetic fuels;Synthetic fuels;Carbon capture from industry;INDUSTRY_CCS;2488.63;61.776;0;40;1;0;1;0;1.00E+15;1400;0;1;0;0.184123336;
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.0004;0;20;1;0;1;0;1.00E+15;0.00659;0;1;0.016045175;0;
Synthetic fuels;Synthetic fuels;Methane to methanol;METHANE_TO_METHANOL;546.2;23.8833;0;25;0.85;0;1;0;1.00E+15;982;0;1;62.76424435;0.004103222;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0.01;0.0004;0;20;1;0;1;0;1.00E+15;0.00659;0;1;1557.197434;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;645;58.0497;0;20;1;0;1;0;1.00E+15;982;0;1;650.2582654;0;
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.931;707.88;60;0.849;0;1;0;0;2610;0;1;168.935977;0.000932935;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;365.42;1.94276;0;20;1;0;1;0;1.00E+15;982;0;1;650.2582654;0.212727264;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;1.00E+15;0;0;1;68.77326878;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;5;6.5;16;0;1;4049.314115;0;
Electricity;Electricity;Photovoltaic;PV;638.95;7.29687;2081.43;25;1;0;1;0;59.2;4470;0;1;427.1897089;0;
Synthetic fuels;Synthetic fuels;Wood pyrolisis for diesel alone;REDIFUEL;6472.7;173.11;1100.251804;20;1;0;1;0;1.00E+15;9083.469722;0;0;843.7706974;0.931320802;
Synthetic fuels;Synthetic fuels;Steam methane reforming;SMR;630.24;58.1587;0;25;0.86;0;1;0;1.00E+15;4440;0;1;0;0.257592867;
Synthetic fuels;Synthetic fuels;Hydrogen methanation;SYN_METHANATION;172.88;44.1711;0;40;1;0;1;0;1.00E+15;982;0;1;65.05906975;4.22E-05;
Synthetic fuels;Synthetic fuels;Hydrogen methanolation;SYN_METHANOLATION;957.07;27.1595;0;20;0.95;0;1;0;1.00E+15;982;0;1;1557.197434;0.005326897;
Mobility;Freight;Train (freight);TRAIN_FREIGHT;104.42;2.08831;0;40;0.34247;0;1;0;1.00E+15;190;0;1;141.7383376;0.002276507;
Mobility;Passenger public;Train (passenger);TRAIN_PUB;1506.02;54.3527;0;40;0.27507;0;0.5;0;1.00E+15;305;0;1;42.70429922;0.00011674;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;625;12.5;0;30;0.34247;0;0.3;0;1.00E+15;73.2;0;1;19.62622138;0;
Mobility;Freight;Trucks diesel;TRUCK_DIESEL;383.78;18.5556;0;15;0.09259;0;1;0;1.00E+15;265;0;1;136.0574934;0.130641803;
Mobility;Freight;Truck electric;TRUCK_ELEC;429.72;23.1333;0;15;0.09259;0;1;0;1.00E+15;570;0;1;159.668155;0.00034135;
Mobility;Freight;Truck fuel cell (hydrogen);TRUCK_FUEL_CELL;478.98;12.0667;0;15;0.09259;0;1;0;1.00E+15;368;0;1;160.4508396;0.00034135;
Mobility;Freight;Truck methanol;TRUCK_METHANOL;383.78;18.5556;0;15;0.09259;0;1;0;1.00E+15;265;0;1;133.3415601;0.150125174;
Mobility;Freight;Truck gas;TRUCK_NG;381.34;18.5556;0;15;0.09259;0;1;0;1.00E+15;243;0;1;135.2136098;0.156380867;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;1;4.044981904;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;18.97;0.1328;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;1.00E+15;23.1;0;0;4.044981904;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.52;0.00283;0;25;1;0;1;0;1.00E+15;6.59;0;0;4.044981904;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.3;0;25;1;0;1;0;1.00E+15;342;0;0;4.044981904;0;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;4653.2;32.3746;622.85;30;1;0;1;0;6;2740;0;0;480.9130109;4.25E-05;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;978.82;11.3845;622.85;30;1;0;1;0;10;2870;0;0;306.3216957;2.94E-05;
